CustomerID,Country,State,City,Zip Code,Phone Number,Lat Long,Gender,Senior Citizen,Age,Birthday,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Number of Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV,Churn Reason,Name,Churn Score
3324-OIRTO,United States,California,Glennville,93226,555-357-8498,"35.735694, -118.738483",Male,No,36,7/6,Yes,Yes,71,Yes,No,,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,7288.4,0,6101,,Rogelio Horan,22
2294-SALNE,United States,California,Chula Vista,91910,555-776-2417,"32.636792, -117.054989",Male,No,61,9/13,Yes,No,23,Yes,No,,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,86.8,1940.8,0,3200,,Rolando Herndon,72
3070-DVEYC,United States,California,Williams,95987,555-410-6964,"39.117537, -122.284654",Male,Yes,81,6/17,No,No,7,Yes,Yes,5,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,73.75,545.15,1,5638,Lack of self-service on Website,Francis Hernandez,93
3570-YUEKJ,United States,California,Fresno,93725,555-345-2436,"36.623632, -119.741322",Female,No,43,5/25,No,No,42,Yes,No,,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,2077.95,0,3637,,Rosario Larue,47
7627-JKIAZ,United States,California,San Jose,95116,555-352-5181,"37.350284, -121.852855",Female,No,58,7/12,Yes,No,37,Yes,Yes,3,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.95,2839.65,1,3982,Competitor offered higher download speeds,Sandra Williams,100
9505-SQFSW,United States,California,Tehachapi,93561,555-487-9394,"35.073777, -118.652112",Female,No,33,5/6,Yes,Yes,3,No,No phone service,,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,40.3,92.5,0,5651,,Steven Wilks,74
5673-FSSMF,United States,California,Delhi,95315,555-578-7687,"37.422961, -120.765493",Female,No,54,12/1,No,No,1,Yes,Yes,5,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.15,60.15,1,4611,Attitude of support person,Kittie Dingee,65
1494-EJZDW,United States,California,Nice,95464,555-581-8472,"39.12334, -122.838198",Female,No,42,6/24,Yes,Yes,10,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,220.8,0,2836,,Linda Moses,44
3855-ONCAR,United States,California,Arcadia,91006,555-276-9486,"34.137319, -118.029837",Female,No,21,8/25,Yes,Yes,4,Yes,No,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.9,299.75,0,5775,,Angelo Chung,60
2075-PUEPR,United States,California,Newport Coast,92657,555-655-5539,"33.603282, -117.821841",Male,No,41,5/24,Yes,Yes,55,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1153.25,0,5248,,Dennis Vogt,56
8780-YRMTT,United States,California,Yountville,94599,555-929-1446,"38.421458, -122.365048",Female,No,59,12/16,No,No,66,No,No phone service,,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,47.4,3177.25,0,6435,,Darlene Cargile,20
4193-IBKSW,United States,California,San Pedro,90731,555-473-5676,"33.736387, -118.284363",Male,No,28,3/14,Yes,Yes,72,Yes,Yes,3,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1769.6,0,6232,,Betty Anderson,33
0239-OXEXL,United States,California,Oakland,94619,555-146-4432,"37.787186, -122.14633",Female,No,35,9/13,No,No,46,Yes,Yes,4,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,84.25,3847.6,0,3509,,Nicole Smart,55
6804-GDMOI,United States,California,Brea,92823,555-587-8255,"33.924143, -117.79387",Female,No,52,7/2,No,No,61,Yes,Yes,2,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,106.6,6428.4,1,4183,Competitor offered more data,Sean Larochelle,43
0835-JKADZ,United States,California,San Francisco,94107,555-365-5571,"37.768881, -122.395521",Female,No,40,11/3,No,No,71,Yes,Yes,3,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.25,7984.15,0,4361,,Pamela Esters,64
9190-MFJLN,United States,California,Vallecito,95251,555-384-2503,"38.055562, -120.456298",Male,Yes,94,11/5,No,No,19,Yes,No,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.9,1777.9,1,2851,Competitor had better devices,John Reed,70
5649-RXQTV,United States,California,Alderpoint,95511,555-929-7301,"40.166028, -123.584144",Male,No,19,2/16,No,No,51,Yes,No,,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99,5038.15,0,5787,,Don Normand,52
2480-JZOSN,United States,California,Woody,93287,555-689-8272,"35.710244, -118.881679",Female,No,19,2/27,Yes,No,1,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.65,20.65,0,4517,,Steven Conover,44
6869-FGJJC,United States,California,Gazelle,96034,555-552-6523,"41.411315, -122.697236",Male,No,40,7/15,No,No,68,Yes,No,,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),79.6,5461.45,0,5210,,Edwardo Maisey,53
7901-TBKJX,United States,California,Twentynine Palms,92278,555-819-2070,"34.457829, -116.139589",Male,Yes,64,1/13,No,No,56,Yes,Yes,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,5594,0,5514,,Sandra Hain,65
4391-RESHN,United States,California,Lemon Cove,93244,555-610-5389,"36.462671, -118.997291",Male,No,42,12/4,No,No,23,Yes,Yes,3,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,104.05,2470.1,1,5963,Attitude of support person,Margaret Still,71
9552-TGUZV,United States,California,Upland,91784,555-675-9015,"34.141146, -117.655583",Male,No,24,2/18,Yes,No,8,Yes,No,,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,75,658.1,0,5413,,Luella Metts,31
3969-GYXEL,United States,California,Berkeley,94708,555-739-4153,"37.897743, -122.263124",Female,No,36,4/21,No,No,11,Yes,No,,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,76.4,838.7,0,4033,,Rebecca Sharp,71
5268-DSMNQ,United States,California,Farmington,95230,555-786-9514,"37.956963, -120.863055",Female,Yes,62,5/28,Yes,No,62,Yes,Yes,4,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),97.95,5936.55,0,5428,,Bart Champ,100
5651-CRHKQ,United States,California,San Diego,92139,555-655-3285,"32.677716, -117.047666",Female,No,36,8/27,Yes,No,41,Yes,No,,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.2,3339.05,0,5325,,Jack Jones,38
4445-KWOKW,United States,California,Potrero,91963,555-696-3466,"32.619465, -116.593605",Female,No,43,6/12,No,No,42,Yes,Yes,4,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),60.15,2421.6,0,5988,,William Sweeney,57
9819-FBNSV,United States,California,El Cajon,92019,555-256-2258,"32.785165, -116.862648",Male,Yes,79,2/26,Yes,No,37,Yes,No,,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.25,2575.45,0,4121,,Florence Atkins,97
3511-BFTJW,United States,California,Glendora,91740,555-573-6673,"34.119363, -117.855059",Male,No,44,2/10,Yes,Yes,72,No,No phone service,,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),38.5,2763,0,4710,,Christine Dickerson,38
3955-JBZZM,United States,California,Hermosa Beach,90254,555-638-6069,"33.86532, -118.396336",Male,No,16,10/27,No,No,20,Yes,No,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,1641.3,0,2317,,Norman Obleton,34
8388-FYNPZ,United States,California,Pleasant Hill,94523,555-154-9695,"37.95338, -122.076886",Male,No,33,4/10,No,No,4,Yes,No,,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.75,245.15,0,2401,,Jonathan Armstrong,72
6135-OZQVA,United States,California,Santa Clarita,91350,555-882-3603,"34.502432, -118.41459",Female,No,33,5/14,No,No,7,Yes,Yes,1,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.65,404.35,0,4389,,Pete Johnson,47
4250-FDVOU,United States,California,Woodland,95695,555-629-5758,"38.71967, -121.862416",Female,No,38,12/3,No,No,6,Yes,No,,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.25,389.1,1,4110,Lack of self-service on Website,Marlene Henningsen,99
6223-DHJGV,United States,California,Los Angeles,90056,555-665-3315,"33.987945, -118.370442",Female,No,23,2/10,No,No,42,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.65,958.1,0,5956,,Maureen Walker,24
6145-NNPNO,United States,California,Santa Rosa,95404,555-354-4937,"38.526941, -122.709096",Female,No,63,4/23,No,No,1,Yes,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.15,44.15,0,3103,,Fred Young,23
2694-CIUMO,United States,California,Los Angeles,90033,555-164-3802,"34.050198, -118.210946",Female,No,32,3/11,No,No,12,Yes,Yes,4,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.55,958.25,0,3445,,Elyse Peyser,29
5766-XQXMQ,United States,California,Princeton,95970,555-278-6348,"39.424957, -122.039307",Female,No,49,2/14,No,No,29,Yes,No,,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,1,5449,Competitor made better offer,Thomas Bowie,72
5981-ZVXOT,United States,California,San Diego,92131,555-841-7918,"32.89325, -117.087091",Female,Yes,74,5/7,No,No,35,Yes,Yes,4,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.35,3726.15,0,5139,,Suzanne Skorupa,71
5016-ETTFF,United States,California,Los Angeles,90016,555-551-1110,"34.028331, -118.354338",Male,No,16,7/3,No,No,10,No,No phone service,,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,29.5,255.25,1,3797,Service dissatisfaction,Timothy Landeros,71
7148-XZPHA,United States,California,Rancho Cordova,95670,555-490-7798,"38.602723, -121.279913",Male,No,33,9/13,Yes,Yes,55,Yes,No,,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,79.4,4238.45,0,4162,,Morris Brayman,48
5651-WYIPH,United States,California,Vacaville,95688,555-426-6676,"38.419088, -122.024568",Female,Yes,92,12/10,No,No,18,Yes,No,,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.85,865.75,0,3283,,Dorothy Bates,75
3370-GQEAL,United States,California,Indio,92201,555-342-3482,"33.713891, -116.237257",Male,No,23,2/26,Yes,Yes,30,Yes,Yes,3,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.45,2509.95,0,3409,,Frederick Fitch,30
2834-JRTUA,United States,California,Martinez,94553,555-620-8826,"38.014457, -122.115432",Male,No,16,7/13,No,No,71,Yes,Yes,4,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.05,7532.15,1,5200,Competitor had better devices,Paulina Barron,82
9833-TGFHX,United States,California,San Diego,92109,555-783-6674,"32.787836, -117.232376",Male,No,28,7/3,Yes,No,42,Yes,Yes,5,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,97.1,4016.75,0,2170,,Ralph Huntley,72
9786-YWNHU,United States,California,Fontana,92336,555-281-3749,"34.136367, -117.460803",Female,No,62,12/3,Yes,Yes,63,Yes,No,,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,63.55,4014.2,0,5733,,Ronald Watkins,53
2478-EEWWM,United States,California,Glenn,95943,555-959-1053,"39.597975, -122.032248",Male,No,44,10/10,Yes,No,59,No,No phone service,,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.3,2666.75,0,5905,,Ty Godfrey,34
0257-ZESQC,United States,California,Perris,92571,555-690-8322,"33.828289, -117.201666",Female,Yes,71,6/22,Yes,No,27,Yes,No,,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,1,4517,Lack of self-service on Website,Caterina White,66
2475-MROZF,United States,California,Murrieta,92562,555-679-5484,"33.548869, -117.334165",Male,No,55,11/28,No,No,30,Yes,Yes,2,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95,2852.4,0,3597,,Jimmie Caravello,64
0508-OOLTO,United States,California,Fort Irwin,92310,555-753-1201,"35.349241, -116.770281",Female,No,61,12/22,Yes,Yes,2,Yes,No,,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,135.75,0,3916,,Lillian Harsh,51
0665-XHDJU,United States,California,Monte Rio,95462,555-511-4528,"38.471049, -123.015549",Male,No,45,3/5,Yes,No,72,Yes,Yes,4,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,99.4,7285.7,0,6022,,Richard Kuhn,64
8008-ESFLK,United States,California,Capitola,95010,555-651-2941,"36.977025, -121.952864",Female,No,64,4/11,Yes,No,53,Yes,No,,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.5,5835.5,0,4135,,Andrew Evans,21
6407-GSJNL,United States,California,Fontana,92337,555-882-1772,"34.049671, -117.468896",Female,No,57,9/11,No,No,51,Yes,Yes,4,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.95,1288,0,5458,,Migdalia Miller,61
8123-QBNAZ,United States,California,Scott Bar,96085,555-506-8720,"41.737962, -123.07557",Female,No,35,4/11,Yes,Yes,36,Yes,Yes,3,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,3684.95,0,4102,,Deanna Craig,33
4523-WXCEF,United States,California,San Jose,95129,555-857-7804,"37.305622, -122.000887",Female,No,23,8/20,Yes,No,59,Yes,Yes,4,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.1,6039.9,1,4160,Service dissatisfaction,Rodney Cole,59
9501-UKKNL,United States,California,Diamond Bar,91765,555-901-8589,"33.992416, -117.807874",Male,No,35,5/7,No,No,59,No,No phone service,,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,51.7,3005.8,0,6107,,Charles Rivera,80
4536-PLEQY,United States,California,Los Angeles,90058,555-982-6146,"34.001617, -118.222274",Male,No,42,12/10,Yes,No,12,Yes,No,,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.05,999.8,0,2540,,Arlene Pierce,27
0603-TPMIB,United States,California,San Simeon,93452,555-924-5726,"35.746484, -121.223355",Female,No,31,11/16,Yes,Yes,59,Yes,Yes,5,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.45,1534.05,0,4746,,Karen Brown,58
2988-QRAJY,United States,California,Santa Rosa,95403,555-512-2432,"38.488431, -122.752839",Male,No,22,6/23,No,No,69,Yes,Yes,5,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.05,7430.75,0,5798,,Ralph Hill,27
3197-NNYNB,United States,California,Jolon,93928,555-361-6889,"35.930782, -121.189757",Male,No,17,12/20,No,No,65,Yes,Yes,3,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),105.1,6631.85,0,5649,,Joseph Gaston,57
6394-MFYNG,United States,California,Solana Beach,92075,555-907-7038,"33.001813, -117.263628",Female,No,24,1/1,No,No,48,Yes,Yes,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.4,5121.3,1,4956,Attitude of support person,Steven Hardeman,31
2057-ZBLPD,United States,California,Los Gatos,95032,555-442-6162,"37.233034, -121.947427",Female,No,65,4/15,Yes,No,21,Yes,Yes,4,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.5,1808.7,1,2036,Competitor offered more data,Winnie Gray,50
4883-QICIH,United States,California,Bodega Bay,94923,555-238-3053,"38.377165, -123.037957",Male,No,20,11/18,Yes,No,32,Yes,No,,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,2347.9,1,2356,Don't know,Mildred Edwards,83
0036-IHMOT,United States,California,Parlier,93648,555-309-9775,"36.622237, -119.521126",Female,No,20,1/26,Yes,Yes,55,Yes,No,,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.7,5656.75,0,5892,,Scott Coffey,27
2519-LBNQL,United States,California,Artesia,90701,555-787-4057,"33.867593, -118.080637",Male,Yes,74,6/30,Yes,No,60,Yes,Yes,2,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.35,6339.45,0,4040,,Maria Hawk,91
9351-HXDMR,United States,California,Lytle Creek,92358,555-972-5324,"34.238162, -117.534306",Male,No,38,4/17,Yes,No,72,Yes,Yes,1,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.9,8240.85,0,4938,,Bruce Olivas,56
3345-JHUEO,United States,California,Windsor,95492,555-278-7330,"38.527297, -122.810044",Male,No,17,12/29,No,No,4,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.2,55.7,0,4267,,Edith Mcguire,67
4957-SREEC,United States,California,Hayfork,96041,555-795-7385,"40.547857, -123.187265",Male,No,50,6/27,Yes,Yes,70,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.35,1458.1,0,5748,,David Turner,60
7634-WSWDB,United States,California,Terra Bella,93270,555-671-5364,"35.939068, -119.043666",Female,No,42,1/11,No,Yes,8,No,No phone service,,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,38.5,330.8,0,4194,,Tony Hayward,63
4373-MAVJG,United States,California,Oceanside,92056,555-892-6097,"33.194742, -117.29032",Female,No,42,4/20,Yes,No,14,Yes,Yes,3,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.9,1259,1,5148,Moved,Ernestine Thompson,99
6806-YDEUL,United States,California,Sacramento,95817,555-347-9891,"38.550722, -121.457314",Female,Yes,96,7/5,No,No,6,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,106.8,0,3288,,Virginia Baird,75
9488-FVZCC,United States,California,Rialto,92376,555-850-5164,"34.109775, -117.378904",Female,No,18,10/27,Yes,Yes,72,Yes,Yes,3,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),79.5,5661.7,0,4390,,Ronald Crum,49
0619-OLYUR,United States,California,Garden Grove,92840,555-320-2733,"33.787165, -117.931889",Male,No,45,12/4,Yes,No,72,Yes,Yes,4,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.9,8071.05,0,6437,,Cameron Grant,27
4729-XKASR,United States,California,San Jose,95123,555-351-6455,"37.238758, -121.828375",Male,No,58,8/31,No,Yes,1,No,No phone service,,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,24.75,1,3001,Limited range of services,Francis Shelton,75
3415-TAILE,United States,California,Johannesburg,93528,555-948-3329,"35.363339, -117.637641",Female,No,29,8/17,Yes,Yes,2,Yes,No,,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,65.7,134.35,1,4265,Competitor had better devices,Harley Cole,92
1414-YADCW,United States,California,Deer Park,94576,555-984-5572,"38.554383, -122.474773",Male,No,49,11/5,Yes,No,70,Yes,No,,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),84.6,5706.2,0,5679,,Matthew Sorell,25
7921-LMDFQ,United States,California,Chula Vista,91910,555-918-8662,"32.636792, -117.054989",Male,Yes,94,4/10,No,No,51,Yes,No,,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94,4905.75,0,6034,,Gary Bulger,72
0596-BQCEQ,United States,California,Hydesville,95547,555-258-8237,"40.557314, -124.081662",Female,No,37,12/22,Yes,No,62,Yes,No,,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,6283.3,1,4120,Product dissatisfaction,Eileen Mcbride,24
5213-TWWJU,United States,California,Richmond,94804,555-186-9003,"37.921034, -122.341798",Male,No,33,3/28,No,No,28,Yes,No,,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91,2626.15,0,2448,,Mercedes Robertson,21
1545-ACTAS,United States,California,West Covina,91791,555-344-6002,"34.061634, -117.893169",Female,No,16,2/10,Yes,Yes,48,Yes,No,,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.7,4977.2,0,5921,,Boyd Papa,79
8267-ZNYVZ,United States,California,Spring Valley,91977,555-282-7530,"32.726627, -116.994608",Female,No,49,11/1,Yes,No,33,Yes,No,,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,103.75,3361.05,1,3824,Attitude of service provider,Charlotte Thompson,36
1866-ZSLJM,United States,California,Valley Ford,94972,555-787-5874,"38.339996, -122.935056",Male,No,55,4/24,No,No,21,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.5,402.85,0,5654,,Michael Praino,45
3258-ZKPAI,United States,California,Sacramento,95815,555-135-9376,"38.608405, -121.449942",Male,No,54,11/4,Yes,Yes,72,Yes,Yes,5,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.6,8337.45,0,5227,,David Frost,51
0326-VDYXE,United States,California,Long Beach,90802,555-798-7545,"33.752524, -118.210737",Female,No,31,5/22,Yes,No,70,Yes,Yes,4,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.65,6982.5,0,4252,,Lynda Moore,53
2208-NQBCT,United States,California,San Jose,95138,555-638-1632,"37.246064, -121.749494",Female,No,56,1/24,Yes,Yes,26,Yes,No,,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.95,2070.05,0,2817,,Michael Wilson,57
0303-WMMRN,United States,California,Glendale,91207,555-885-7762,"34.182378, -118.262922",Male,No,21,9/12,No,No,5,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,86.05,0,3056,,Darlene Bolton,67
8292-TYSPY,United States,California,Los Angeles,90048,555-412-8473,"34.072945, -118.37267",Male,No,60,12/31,No,No,19,Yes,No,,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55,1046.5,1,4539,Competitor offered more data,Nathaniel Elson,75
3021-VLNRJ,United States,California,Encino,91436,555-235-1249,"34.152875, -118.486056",Female,No,57,6/13,No,Yes,50,Yes,No,,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.8,3478.15,0,4798,,Tyree Lozano,38
0621-TSSMU,United States,California,Maywood,90270,555-141-2844,"33.988572, -118.186565",Male,No,18,10/23,Yes,No,56,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.95,1126.75,0,4838,,Ashley Berryman,43
6348-SNFUS,United States,California,Granada Hills,91344,555-510-4194,"34.291273, -118.505104",Male,No,16,6/2,Yes,No,72,No,No phone service,,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,0,4556,,Jeffrey Bolek,44
5236-XMZJY,United States,California,Los Angeles,90031,555-552-6628,"34.085807, -118.206617",Female,No,30,11/20,No,No,42,Yes,No,,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.65,2536.55,0,3048,,Suzanne Neal,68
3331-HQDTW,United States,California,Homewood,96141,555-101-7486,"39.117018, -120.212535",Female,No,40,5/14,No,No,34,Yes,Yes,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.8,3587.25,1,3410,Extra data charges,Daniel Castro,95
0292-WEGCH,United States,California,Death Valley,92328,555-350-2335,"36.27688, -117.033326",Female,No,38,8/29,Yes,Yes,54,Yes,Yes,1,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.2,4524.05,0,6275,,Lesa Dunn,46
5327-XOKKY,United States,California,Santa Maria,93458,555-132-7407,"34.95934, -120.490081",Male,Yes,70,5/22,Yes,No,72,Yes,Yes,1,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),73.45,5329,0,5540,,Gerald Stallworth,99
9473-CBZOP,United States,California,Avila Beach,93424,555-762-4816,"35.186644, -120.728305",Female,No,36,2/12,No,No,28,Yes,Yes,4,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,59,1654.45,0,4891,,Alex Cote,38
5002-GCQFH,United States,California,Hercules,94547,555-632-1347,"37.991259, -122.214945",Male,No,61,3/13,Yes,No,49,Yes,Yes,2,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.85,4733.1,0,5698,,Pauline Thornton,49
5906-DVAPM,United States,California,Meridian,95957,555-570-9453,"39.068071, -121.832638",Female,No,55,11/18,Yes,Yes,55,Yes,Yes,5,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),75,4213.9,0,5011,,Michael Ager,43
4393-GEADV,United States,California,Dulzura,91917,555-266-5458,"32.622999, -116.687855",Male,No,22,8/5,Yes,Yes,70,Yes,Yes,5,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.75,7842.3,0,5035,,Christine Lemanski,67
2372-HWUHI,United States,California,Lakewood,90712,555-609-1116,"33.840524, -118.148403",Male,No,62,12/3,No,No,2,Yes,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,1,2570,Don't know,Charlene Backlund,96
2228-BZDEE,United States,California,Pleasanton,94566,555-578-7460,"37.633361, -121.862395",Female,No,45,5/13,No,No,54,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,1079.45,0,5755,,Laurence Hall,60
0139-IVFJG,United States,California,Inyokern,93527,555-293-5577,"36.041315, -118.188235",Female,No,15,5/25,Yes,No,2,Yes,No,,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,90.35,190.5,0,5361,,Joseph Slaton,37
0114-PEGZZ,United States,California,Round Mountain,96084,555-852-3086,"40.923558, -122.059933",Female,No,39,10/27,No,No,33,Yes,Yes,3,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,107.55,3645.5,0,4800,,Alison Sanderson,26
