CustomerID,Country,State,City,Zip Code,Phone Number,Lat Long,Gender,Senior Citizen,Age,Birthday,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Number of Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV,Churn Reason,Name,Churn Score
8565-CLBZW,United States,California,San Diego,92102,555-154-2631,"32.716007, -117.117462",Male,No,65,1/28,No,No,24,Yes,Yes,5,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.85,2165.05,1,2050,Competitor offered higher download speeds,Sylvia Franklin,87
8086-OVPWV,United States,California,San Diego,92105,555-283-4789,"32.741859, -117.090353",Male,No,41,8/20,No,No,2,Yes,No,,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.2,181.1,1,2384,Competitor offered higher download speeds,Anthony Winter,84
9430-FRQOC,United States,California,San Diego,92106,555-483-7077,"32.71346, -117.236378",Female,No,25,11/13,No,No,4,Yes,Yes,4,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.1,341.45,1,5587,Competitor offered higher download speeds,Patsy Walden,74
5515-IDEJJ,United States,California,Angelus Oaks,92305,555-440-7231,"34.1678, -116.86433",Male,No,39,12/25,Yes,Yes,1,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,1,5441,Competitor offered more data,Timothy Prouty,98
3074-GQWYX,United States,California,San Diego,92108,555-278-6483,"32.774046, -117.142454",Male,No,55,3/19,No,No,5,Yes,Yes,3,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75,1,3520,Competitor offered higher download speeds,Loreen Fenwick,89
6845-RGTYS,United States,California,San Diego,92110,555-339-1212,"32.76501, -117.19938",Female,No,43,9/5,Yes,No,47,Yes,Yes,5,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,4533.7,1,4622,Product dissatisfaction,Ernesto Mcdonald,99
8861-HGGKB,United States,California,San Diego,92115,555-556-4247,"32.762506, -117.07245",Female,No,53,2/24,No,No,10,Yes,Yes,4,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.45,830.85,1,5699,Product dissatisfaction,Steven Elias,74
3753-TSEMP,United States,California,San Diego,92139,555-662-3802,"32.677716, -117.047666",Female,No,54,9/6,Yes,No,15,Yes,No,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.15,1390.6,1,2524,Product dissatisfaction,David Farmer,77
9172-JITSM,United States,California,Palm Desert,92211,555-900-1526,"33.762759, -116.324817",Female,No,22,8/12,Yes,No,26,Yes,No,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.8,2361.8,1,2641,Don't know,Carrie Penwell,90
2722-VOJQL,United States,California,Highland,92346,555-483-4514,"34.129677, -117.154277",Male,No,29,8/17,No,No,64,Yes,Yes,2,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.65,6903.1,1,4870,Service dissatisfaction,Jamie Harstad,81
6298-QDFNH,United States,California,Banning,92220,555-773-8709,"33.936298, -116.849577",Male,No,54,12/25,No,No,22,Yes,Yes,5,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.35,1730.35,1,4718,Product dissatisfaction,Gregory Cunningham,84
6173-ITPWD,United States,California,Heber,92249,555-537-1454,"32.730583, -115.501083",Male,No,23,2/21,Yes,No,47,Yes,Yes,5,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.35,4065,1,2516,Product dissatisfaction,Jesse Eason,73
6331-LWDTQ,United States,California,Rialto,92377,555-272-5329,"34.156758, -117.404686",Male,No,50,8/31,No,No,10,Yes,Yes,2,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.15,794.25,1,2457,Limited range of services,Leticia Obrien,68
1597-FZREH,United States,California,Shoshone,92384,555-224-7814,"35.924252, -116.188668",Female,No,22,2/7,No,No,2,Yes,No,,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.4,160.8,1,3005,Lack of affordable download/upload speed,Bernard Crockett,91
6356-ELRKD,United States,California,Rancho Mirage,92270,555-672-1205,"33.763678, -116.429928",Female,No,45,12/17,No,No,1,Yes,No,,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,95.6,1,4091,Don't know,Amber Lowman,92
3177-LASXD,United States,California,Westmorland,92281,555-468-2376,"33.03679, -115.60503",Female,No,54,2/7,No,No,1,Yes,No,,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.35,71.35,1,2619,Poor expertise of phone support,Charles Carrillo,94
3512-IZIKN,United States,California,San Bernardino,92404,555-274-9907,"34.183286, -117.221722",Female,No,26,3/18,Yes,No,70,Yes,Yes,1,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),65.3,4759.75,1,5591,Product dissatisfaction,Janet Vanhouten,95
6141-OOXUQ,United States,California,San Bernardino,92411,555-311-6790,"34.122501, -117.320138",Male,No,30,4/20,No,No,1,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,1,5717,Service dissatisfaction,Brian Irby,87
1084-UQCHV,United States,California,Angelus Oaks,92305,555-418-1501,"34.1678, -116.86433",Male,No,65,1/25,No,No,1,Yes,No,,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,69.75,1,2901,Attitude of support person,Ryan White,65
2955-BJZHG,United States,California,Apple Valley,92308,555-106-7112,"34.424926, -117.184503",Male,No,55,12/27,Yes,No,17,Yes,No,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.85,1400.85,1,5174,Attitude of service provider,Clay Feaster,70
8718-PTMEZ,United States,California,Lake Elsinore,92530,555-832-9664,"33.655421, -117.391751",Female,No,40,4/24,No,No,13,No,No phone service,,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,31.05,347.25,1,5131,Don't know,Heidi Mcfarland,73
2207-OBZNX,United States,California,Aguanga,92536,555-939-7107,"33.482243, -116.827173",Male,No,42,10/3,No,No,7,Yes,No,,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51,354.05,1,3736,Attitude of service provider,Delmar Jacobs,93
6142-VSJQO,United States,California,Homeland,92548,555-353-5859,"33.761894, -117.120868",Female,No,30,10/9,Yes,Yes,1,Yes,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,44.35,1,4599,Attitude of support person,Denise Saraf,83
9300-RENDD,United States,California,Cedar Glen,92321,555-484-8045,"34.255203, -117.175654",Male,No,16,12/15,No,No,1,Yes,No,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,79.95,1,4815,Attitude of support person,Heather Mclean,78
1114-CENIM,United States,California,San Jacinto,92582,555-362-3057,"33.806708, -117.02007",Male,No,33,8/29,No,Yes,54,Yes,Yes,5,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55,3092.65,1,5282,Don't know,Anna Brown,94
3106-ULWFW,United States,California,Fontana,92337,555-625-7428,"34.049671, -117.468896",Female,No,62,3/6,Yes,No,8,Yes,Yes,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.2,627.4,1,2887,Attitude of service provider,Charles Metheny,90
0925-VYDLG,United States,California,Ludlow,92338,555-362-7826,"34.702766, -116.093376",Female,No,45,9/25,No,No,3,Yes,Yes,2,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,242,1,5898,Attitude of service provider,Amy Eash,82
6289-CPNLD,United States,California,Temecula,92591,555-728-4486,"33.540604, -117.10909",Male,No,52,11/6,Yes,No,33,Yes,No,,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,73.9,2405.05,1,5374,Attitude of service provider,Margaret Savic,69
9787-XVQIU,United States,California,Sugarloaf,92386,555-381-4645,"34.243088, -116.830015",Male,No,53,3/7,No,No,1,Yes,Yes,2,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.3,75.3,1,3596,Attitude of support person,Gerald Watkins,87
3023-GFLBR,United States,California,San Bernardino,92408,555-476-5530,"34.084909, -117.258107",Female,No,29,3/16,Yes,No,33,Yes,Yes,2,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),86.15,2745.7,1,3336,Attitude of service provider,Evelyn Auerswald,97
0524-IAVZO,United States,California,Anza,92539,555-565-6823,"33.527605, -116.666551",Female,No,63,4/30,Yes,No,30,Yes,Yes,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85,2624.25,1,3698,Don't know,June Deering,70
2737-YNGYW,United States,California,Hemet,92543,555-352-4585,"33.739415, -116.968339",Female,No,45,3/17,No,No,2,Yes,No,,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.55,184.1,1,2856,Attitude of support person,Bertie Lowder,77
7614-QVWQL,United States,California,Costa Mesa,92627,555-630-1595,"33.645672, -117.922613",Male,No,29,9/2,Yes,No,49,No,No phone service,,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),51.8,2541.25,1,5375,Moved,Jerome Gibson,27
5159-YFPKQ,United States,California,Moreno Valley,92551,555-398-4093,"33.88274, -117.224878",Female,No,28,9/3,No,No,2,Yes,No,,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.8,160.75,1,5270,Attitude of support person,Andrew Plott,61
7927-AUXBZ,United States,California,Sun City,92586,555-334-3606,"33.707483, -117.200006",Female,No,41,5/5,No,No,30,Yes,No,,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.15,2555.9,1,4417,Attitude of support person,Michael Shepardson,66
1809-DMJHQ,United States,California,Newport Beach,92660,555-732-4805,"33.634626, -117.874882",Female,No,18,3/30,No,Yes,5,Yes,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46,221.7,1,4846,Competitor had better devices,Carlos Kessler,43
6923-EFPNL,United States,California,Silverado,92676,555-611-3817,"33.782346, -117.635263",Male,No,34,10/25,No,No,4,Yes,Yes,1,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.75,201.1,1,3865,Competitor had better devices,Henry Rubino,51
2514-GINMM,United States,California,Dana Point,92629,555-390-4645,"33.477923, -117.705314",Male,No,22,5/6,No,No,1,Yes,No,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.5,79.5,1,4490,Attitude of service provider,Mark Hixon,58
4285-GYRQC,United States,California,Newport Beach,92662,555-316-5209,"33.606336, -117.893042",Female,No,24,2/25,Yes,No,7,Yes,No,,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.25,587.1,1,3344,Attitude of support person,Dustin Gibson,76
0778-NELLA,United States,California,Anaheim,92805,555-158-3089,"33.830209, -117.906099",Male,No,26,7/10,No,No,9,No,No phone service,,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.7,296.1,1,5352,Competitor offered higher download speeds,Lydia Bausch,39
8337-MSSXB,United States,California,Trabuco Canyon,92679,555-442-3275,"33.631119, -117.567346",Female,No,32,10/24,No,No,14,Yes,No,,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.3,1180.95,1,3677,Attitude of service provider,Christopher Falconer,71
3803-KMQFW,United States,California,Brea,92821,555-400-2009,"33.930199, -117.862898",Female,No,34,7/26,Yes,Yes,1,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.55,20.55,1,3797,Competitor offered more data,Catherine Pugh,75
6804-GDMOI,United States,California,Brea,92823,555-587-8255,"33.924143, -117.79387",Female,No,52,7/2,No,No,61,Yes,Yes,2,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,106.6,6428.4,1,4183,Competitor offered more data,Sean Larochelle,43
8182-BJDSI,United States,California,Santa Ana,92705,555-807-2066,"33.766004, -117.786763",Female,No,48,11/5,No,No,28,Yes,Yes,2,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.95,2625.55,1,2468,Attitude of service provider,Melissa Blight,35
2482-CZGBB,United States,California,Anaheim,92804,555-205-3609,"33.818, -117.974404",Male,No,24,11/24,No,No,10,Yes,No,,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70,740,1,3156,Attitude of support person,Angelia Bouman,73
7181-BQYBV,United States,California,Garden Grove,92845,555-876-7373,"33.782955, -118.026456",Female,No,51,2/6,Yes,No,1,Yes,Yes,1,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,1,4811,Attitude of service provider,Janice Drum,57
6629-CZTTH,United States,California,Orange,92865,555-331-7579,"33.828779, -117.848299",Male,No,52,5/21,No,No,1,Yes,No,,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.7,55.7,1,4629,Product dissatisfaction,Jeffery Parker,77
6204-IEUXJ,United States,California,Yorba Linda,92886,555-368-8035,"33.897253, -117.792202",Female,No,47,1/2,No,No,3,Yes,No,,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),80.1,217.55,1,4330,Attitude of service provider,Chad Wilton,53
5087-SUURX,United States,California,Yorba Linda,92887,555-955-3356,"33.884073, -117.732197",Female,No,42,2/7,Yes,No,18,No,No phone service,,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.05,669.85,1,2601,Lack of self-service on Website,Sadie Thurston,79
4529-CKBCL,United States,California,Ventura,93001,555-497-6467,"34.360261, -119.306383",Female,No,23,1/13,No,No,2,Yes,No,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.2,146.05,1,4381,Attitude of service provider,Joaquin Tabor,65
2506-CLAKW,United States,California,Ventura,93003,555-237-2733,"34.279221, -119.221437",Female,No,31,8/7,No,No,6,Yes,No,,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,1,3578,Attitude of support person,Charles Nix,21
4929-BSTRX,United States,California,Oxnard,93030,555-428-6202,"34.223244, -119.18012",Female,No,28,1/27,No,No,1,Yes,No,,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.55,53.55,1,2326,Lack of affordable download/upload speed,Alfred Spell,38
2225-ZRGSG,United States,California,Piru,93040,555-404-5394,"34.432843, -118.730106",Female,No,16,12/17,Yes,No,70,Yes,Yes,5,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),93.9,6579.05,1,6173,Long distance charges,Melody Kalas,69
5271-YNWVR,United States,California,Santa Paula,93060,555-640-1428,"34.402343, -119.094824",Male,No,51,11/20,Yes,No,68,Yes,Yes,4,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.15,7856,1,4610,Extra data charges,Vickie Wright,66
1583-IHQZE,United States,California,Camarillo,93010,555-112-1428,"34.227846, -119.079903",Male,No,26,1/9,No,No,12,Yes,Yes,2,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.95,1384.75,1,3965,Attitude of support person,Delores Repine,77
0151-ONTOV,United States,California,Moorpark,93021,555-902-2730,"34.312945, -118.858169",Female,No,23,8/3,No,No,1,Yes,No,,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.9,70.9,1,4739,Attitude of support person,Matthew Rose,40
4667-OHGKG,United States,California,Summerland,93067,555-567-5056,"34.420998, -119.60137",Male,No,22,10/21,No,No,1,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,19.3,1,4266,Service dissatisfaction,Mark Lalonde,79
1660-HSOOQ,United States,California,Santa Barbara,93105,555-390-5694,"34.037342, -119.80079",Male,No,60,4/30,No,No,1,Yes,No,,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.65,49.65,1,5338,Lack of self-service on Website,Sandra Bennington,41
7253-UVNDW,United States,California,Santa Barbara,93108,555-707-1117,"34.457541, -119.631072",Female,No,60,3/23,No,No,46,Yes,No,,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),54.35,2460.15,1,2793,Network reliability,Sandra Munday,22
0320-JDNQG,United States,California,Oxnard,93035,555-833-3227,"34.18454, -119.224666",Male,No,26,7/10,Yes,No,23,Yes,No,,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,1,3425,Don't know,Clint Dejesus,25
7180-PISOG,United States,California,Piru,93040,555-324-2422,"34.432843, -118.730106",Male,No,16,7/17,Yes,No,1,Yes,Yes,3,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,1,5554,Attitude of service provider,Gladys Rivera,64
3571-RFHAR,United States,California,Santa Paula,93060,555-868-2722,"34.402343, -119.094824",Male,No,38,5/11,No,No,65,Yes,Yes,4,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.15,6941.2,1,6001,Attitude of support person,Denise Stubbs,70
6140-QNRQQ,United States,California,Santa Barbara,93103,555-596-8648,"34.438581, -119.685368",Male,No,27,4/20,No,No,1,Yes,No,,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.55,71.55,1,5739,Attitude of service provider,Cory Martinez,41
1794-HBQTJ,United States,California,Corcoran,93212,555-829-5473,"36.04533, -119.532424",Female,No,41,2/21,No,No,1,Yes,No,,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.6,48.6,1,4207,Poor expertise of phone support,Michael Steffen,71
4307-KTUMW,United States,California,Santa Barbara,93108,555-897-9997,"34.457541, -119.631072",Male,No,27,3/8,Yes,No,53,Yes,Yes,4,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,93.9,5029.2,1,5543,Attitude of service provider,Christopher Stephens,57
7488-MXJIV,United States,California,Armona,93202,555-147-4488,"36.315979, -119.710852",Female,No,37,1/29,No,No,4,Yes,Yes,5,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,321.65,1,3223,Attitude of support person,Judith Moreno,49
1493-AMTIE,United States,California,Ivanhoe,93235,555-202-5170,"36.385818, -119.224243",Male,No,15,7/30,No,No,1,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,1,5394,Attitude of service provider,Maryanna Poe,62
2027-FECZV,United States,California,Bodfish,93205,555-389-3350,"35.523991, -118.400432",Male,No,61,6/28,No,No,12,Yes,Yes,3,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.7,1253.9,1,2406,Attitude of support person,Judith Hawes,52
8949-JTMAY,United States,California,Mc Kittrick,93251,555-541-8511,"35.38381, -119.730885",Female,No,29,8/29,No,No,29,Yes,Yes,2,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.6,2933.2,1,5144,Attitude of support person,Edward Day,25
3211-ILJTT,United States,California,Taft,93268,555-646-9522,"35.184837, -119.402525",Male,No,51,7/22,Yes,No,17,Yes,No,,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,1214.05,1,4469,Attitude of service provider,Jean Hartle,59
0235-KGSLC,United States,California,Buellton,93427,555-768-5087,"34.631362, -120.238218",Female,No,28,2/8,No,No,1,Yes,No,,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.55,85.55,1,3967,Moved,Gwendolyn Swales,79
2320-JRSDE,United States,California,Richgrove,93261,555-726-6753,"35.809921, -119.127437",Female,No,33,7/13,Yes,Yes,1,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.9,19.9,1,4633,Attitude of service provider,James Green,74
0601-WZHJF,United States,California,Shafter,93263,555-362-9377,"35.490705, -119.286833",Male,No,42,8/24,Yes,No,14,No,No phone service,,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,46.35,667.7,1,5360,Attitude of service provider,Rufus Pool,62
5143-WMWOG,United States,California,Stratford,93266,555-977-6881,"36.175255, -119.813805",Male,No,16,5/13,No,No,1,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.95,19.95,1,2051,Attitude of support person,Gregory Marcolina,53
2884-GBPFB,United States,California,Morro Bay,93442,555-536-2155,"35.369553, -120.763864",Female,No,35,4/12,Yes,No,35,Yes,No,,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,2416.55,1,5413,Moved,Mike Horton,70
3722-WPXTK,United States,California,Benton,93512,555-915-3385,"37.653947, -118.231443",Male,No,58,5/9,No,No,1,Yes,No,,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.35,88.35,1,4254,Competitor offered higher download speeds,Rosemary Latta,35
2929-ERCFZ,United States,California,Independence,93526,555-279-9402,"36.869584, -118.189241",Female,No,46,10/16,Yes,No,8,Yes,No,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,777.3,1,2939,Competitor offered more data,Carl Mcnally,29
5510-BOIUJ,United States,California,Visalia,93277,555-509-2954,"36.303793, -119.375646",Male,No,16,12/9,No,Yes,1,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,19.25,1,5437,Attitude of service provider,Karla Allen,33
7548-SEPYI,United States,California,Inyokern,93527,555-235-5799,"36.041315, -118.188235",Female,No,29,6/6,No,No,5,Yes,No,,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.25,512.45,1,5056,Competitor made better offer,Mary Colgan,35
8835-VSDSE,United States,California,Johannesburg,93528,555-169-6485,"35.363339, -117.637641",Female,No,16,1/3,Yes,No,2,Yes,No,,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.7,141.45,1,4559,Competitor had better devices,Roger Park,61
2519-FAKOD,United States,California,Tehachapi,93561,555-251-4828,"35.073777, -118.652112",Male,No,55,7/25,No,No,38,Yes,Yes,3,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.25,3777.15,1,5274,Competitor offered more data,Barbra Wyse,78
7089-IVVAZ,United States,California,Cantua Creek,93608,555-760-5633,"36.488056, -120.407691",Female,No,41,4/11,No,No,8,Yes,Yes,1,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.35,847.3,1,2363,Competitor offered more data,Hazel May,20
7812-FZHPE,United States,California,Bradley,93426,555-284-3304,"35.842889, -121.004862",Female,No,62,3/29,Yes,Yes,17,Yes,Yes,3,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.1,409.9,1,4648,Attitude of service provider,Traci Moncrief,38
4797-AXPXK,United States,California,Lompoc,93436,555-863-5263,"34.601055, -120.382917",Female,No,56,12/15,No,Yes,1,Yes,No,,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,60,60,1,4531,Attitude of service provider,Michael Fishman,30
9492-TOKRI,United States,California,Dinuba,93618,555-929-2711,"36.523619, -119.386868",Female,No,65,4/19,No,No,18,Yes,Yes,4,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90,1527.35,1,2708,Price too high,Lesley Allard,26
5057-LCOUI,United States,California,Nipomo,93444,555-410-1208,"35.050345, -120.489599",Female,No,20,8/30,No,No,39,No,No phone service,,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,2011.4,1,4119,Attitude of support person,Edward Vrbka,69
8481-YYXWG,United States,California,Hume,93628,555-830-5617,"36.807595, -118.901544",Female,No,25,5/10,No,No,5,Yes,No,,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.35,461.7,1,4584,Network reliability,Brad Mitchell,33
0156-FVPTA,United States,California,Solvang,93463,555-683-8253,"34.624399, -120.137875",Male,No,64,9/9,Yes,No,22,Yes,No,,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.2,1152.7,1,5102,Attitude of service provider,Christina Shinault,54
1984-FCOWB,United States,California,Templeton,93465,555-880-5590,"35.536115, -120.739231",Female,No,20,3/4,Yes,No,70,Yes,Yes,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.5,7674.55,1,4191,Attitude of service provider,James Porter,21
2609-IAICY,United States,California,North Fork,93643,555-705-3166,"37.244307, -119.470256",Female,No,24,10/13,No,No,1,Yes,Yes,3,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.15,77.15,1,2756,Limited range of services,Aaron Biermann,56
1323-OOEPC,United States,California,Prather,93651,555-929-5413,"37.007238, -119.505661",Female,No,24,12/23,Yes,No,53,Yes,Yes,5,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.4,5149.5,1,6481,Extra data charges,Lillian Stigers,43
9921-ZVRHG,United States,California,Traver,93673,555-117-8953,"36.456091, -119.486225",Female,No,16,9/26,No,No,14,Yes,Yes,1,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.45,1072,1,4155,Service dissatisfaction,Maria Heffern,55
1596-BBVTG,United States,California,Fresno,93711,555-908-6368,"36.833002, -119.82947",Male,No,22,6/20,No,No,35,Yes,Yes,3,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.35,2636.05,1,2785,Don't know,Jeannette Brown,78
8433-WXGNA,United States,California,Salinas,93906,555-854-2067,"36.722898, -121.633648",Male,No,63,3/18,No,No,2,Yes,No,,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,189.2,1,4676,Don't know,Catalina Motley,28
3707-GNWHM,United States,California,Carmel Valley,93924,555-349-1553,"36.414611, -121.6386",Male,No,36,7/23,No,No,1,Yes,Yes,5,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.25,74.25,1,4750,Don't know,Vincent Fansler,37
8931-GJJIQ,United States,California,Burlingame,94010,555-430-6173,"37.57028, -122.365778",Female,No,44,12/1,No,No,9,Yes,Yes,3,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.3,803.3,1,3520,Lack of self-service on Website,Mary Mackiewicz,37
4277-PVRAN,United States,California,Daly City,94014,555-282-1848,"37.691561, -122.445202",Female,No,43,12/31,No,No,8,Yes,No,,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.1,679.3,1,5071,Network reliability,Tiffany Davis,69
0952-KMEEH,United States,California,Mountain View,94043,555-510-6898,"37.419725, -122.062947",Male,No,32,1/6,No,No,13,Yes,Yes,5,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,98.15,1230.25,1,5525,Long distance charges,Catherine Boom,39
